n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
chocano	prendida siempre al puño de la espada,	prendida siempre al puño de la espada,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	bregando seguiré siempre con ira...	bregando seguiré siempre con ira...	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	Y logrando aplastar a los perversos	Y logrando aplastar a los perversos	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	los hundiré en la cárcel de mis versos;	los hundiré en la cárcel de mis versos;	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	¡y como reja les pondré mi lira!	¡y como reja les pondré mi lira!	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Tintas de conchaperla desde el cielo	Tintas de conchaperla desde el cielo	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	fórmanle fondo a la disuelta bruma,	fórmanle fondo a la disuelta bruma,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	en que la ardiente fantasía espuma	en que la ardiente fantasía espuma	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	paisajes locos con febril desvelo.	paisajes locos con febril desvelo.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Una barca al impulso de su anhelo	Una barca al impulso de su anhelo	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	entreabre el mar con sutileza suma;	entrabre el mar con sutileza suma	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	y rasga rapidísima la espuma,	y rasga rapidísima la espuma,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	como rasgando de una novia el velo.	como rasgando de una novia el velo.	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	La tarde enlobreguece la ribera;	La tarde enlobreguece la ribera;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	y el astro rey, antes de hundirse a solas	y el astro rey antes de   hundirse a solas	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	del horizonte tras la azúrea raya,	del horizonte tras la azúr#a raya	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	con un último lampo reverbera	con un último lampo reverbera	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	en las arqueadas lenguas de las olas	en las arquadas lenguas de las olas	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	y en los tendidos peces en la playa...	y en los tendidos peces en la playa...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Encima de una tumba, con exceso,	Encima de una tumba, con exceso,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	en el mismo panteón, pareja amante,	en el mismo panteón, pareja amante,	12	3 7 9 11	-	Dodecasílabo	1.0
chocano	recorre, entre aturdida y delirante,	recorre, entre aturdida y delirante,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	toda la gloria musical del beso.	toda la gloria musical del beso.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	¡El humilde panteón en donde el yeso	¡El humilde panteón en donde el yeso	12	3 7 11	-	Dodecasílabo	1.0
chocano	quizás nunca hecho estatua se levante,	quizás nunca hecho estatua se levante,	11	2 3 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	hoy ve el cuadro que vivo y palpitante	hoy ve el cuadro que vivo y palpitante	11	1 2 3 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	forma la carne sobre tanto hueso!	forma la carne sobre tanto hueso!	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Los amantes se ocultan temerosos;	Los amantes se ocultan temerosos;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	por eso astutos el cuidado toman	por eso astutos el cuidado toman	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	de guarecerse en las mortuorias fauces.	de guarecerse en las mortuorias fauces.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Ahí, murmuradores y curiosos,	Ahí, murmuradores y curiosos,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	desde la vecindad, sólo se asoman	desde la vecindad, sólo se asoman	11	6 7 10	6 10	Endecasílabo vacío puro	0.9
chocano	sobre las tapias los arqueados sauces...	sobre las tapias los arquados sauces	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Es la quebrada una insolente brecha	Es la quebrada una insolente brecha	11	1 4 5 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	que con tajo viril corta el camino,	que con tajo viril corta el camino,	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	y rauda precipítase y sin tino	y rauda precipítase y sin tino	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	hacia el mar que encogiéndose la acecha.	hacia el mar que encogiéndose la acecha.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Ante el mar la quebrada se despecha,	Ante el mar la quebrada se despecha,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	al no poder seguir en su destino;	al no poder seguir en su destino;	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	se contrae con golpe repentino;	se contrae con golpe repentino;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y se abre, como un libro, al fin deshecha.	y se abre, como un libro, al fin deshecha.	11	2 5 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
chocano	Ella que luce en fértiles adornos,	Ella que luce en fértiles adornos,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	de vida tropical, fuerzas extrañas,	de vida tropical, fuerzas extrañas,	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	turbando la aridez de los contornos	turbando la aridez de los contornos	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	fecunda todo en su interior abierto,—	fecunda todo en su interior abierto,—	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	¡cual madre que se abriera las entrañas	¡cual madre que se abriera las entrañas	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	para darle calor al hijo muerto!	para darle calor al hijo muerto!	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	Centinela avanzado que se empina,	Centinela avanzado que se empina,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	defendiendo del mar la dulce aldea,	defendiendo del mar la dulce aldea,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	sueña el morro en la bárbara pelea	sueña el morro en la bárbara pelea	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	de la ola estallando repentina.	de la ola   estallando repentina	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	De la playa, a los cielos se avecina;	De la playa, a los cielos se avecina;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y, en su sien escarpada y gigantea,	y, en su sien escarpada y gigantea,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	la luz del sol pictórica chispea	la luz del sol pictórica chispea	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	o la bruma temblando desafina...	o la bruma temblando desafina...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Como cuanto más alto es cada monte	Como cuanto más alto es cada monte	11	5 6 7 8 10	6 8 10	Endecasílabo vacío pleno tipo 1	0.8
chocano	puede más de su cumbre divisarse,	puede más de su cumbre divisarse,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	porque se ensancha más el horizonte,	porque se ensancha más el horizonte,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	asombrado del morro ante el anhelo,	asombrado del morro ante el anhelo,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	¡nadie atina si el morro al empinarse	¡nadie atina si el morro al empinarse	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	más agua quiere ver o ver más cielo!...	más agua quiere ver o ver más cielo!...	11	1 2 4 6 8 9 10	2 4 6 8 10	Endecasílabo heroico pleno	0.8
chocano	Inflámase la isla, allá, a lo lejos,	inflámase la   isla allá a lo lejos	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	con los sanguíneos besos de la tarde,	con los sangínos besos de la tarde	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	mientras haciendo el sol su último alarde	mientras haciendo el sol su último alarde	11	4 6 7 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	dora del mar los límpidos espejos.	dora del mar los límpidos espejos.	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	Asilo de pósteros reflejos,	Asilo de pósteros reflejos,	10	2 5 9	2 5 9	Decasílabo heroico no hemistiquial corto	1.0
chocano	la isla por el sol de pasión arde;	la   isla por el sol de pasión arde	11	2 6 9 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y a su pie el mar inclínase cobarde,	y a su pie el mar inclínase cobarde,	11	3 4 6 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	llorando triste sus amores viejos...	llorando triste sus amores viejos...	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Antes de que Moisés con fuerza extraña,	Antes de que Moisés con fuerza extraña,	11	1 6 8 10	1 6 8 10	Endecasílabo enfático pleno	1.0
chocano	a un golpe, del peñón de dura entraña	a un golpe, del peñón de dura entraña	11	1 2 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
chocano	sacar lograse el manantial que encierra,	sacar lograse el manantial que encierra,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	alguien hizo más grande maravilla,	alguien hizo más grande maravilla,	11	1 3 5 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	¡porque golpeó con mágica varilla	porque golp#ó con mágica varilla	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	en la mitad del mar... y brotó tierra!	en la mitad del mar... y brotó tierra!	11	4 6 9 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	Filósofo es el mar: se alza y se llena;	Filósofo es el mar: se alza y se llena;	11	2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	y después de estallar en broncos ruidos,	y después de estallar en broncos ruidos,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	corta su voz, apaga sus latidos,	corta su voz, apaga sus latidos,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	y se dilata en la extensión serena.	y se dilata en la extensión serena.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Sabe que hay una ley que lo refrena;	sabe que   hay una ley que lo refrena	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	y, sus sueños al ver desvanecidos,	y, sus sueños al ver desvanecidos,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	se queja con furiosos alaridos	se queja con furiosos alaridos	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	y como un gladiador rueda en la arena.	y como un gladiador rueda en la arena.	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Almas que el ansia de luchar obstina:	Almas que el ansia de luchar obstina:	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	venid conmigo a la arenosa raya,	venid conmigo a la arenosa raya,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	y veréis cómo el mar también se inclina;	y veréis cómo el mar también se inclina;	11	3 4 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	que el rendirse ¡ay! cuando el vigor se abruma	que el rendirse ¡ay! cuando el vigor se abruma	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	es solamente respetar la playa,	es solamente respetar la playa,	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	¡y dejar de ser ola, y ser espuma!...	¡y dejar de ser ola, y ser espuma!...	11	3 5 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	El despeinado copo juguetea	El despeinado copo juguetea	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	al golpe de ala del cansado viento,	al golpe de ala del cansado viento,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	que retiembla sin brío y sin aliento,	que retiembla sin brío y sin aliento,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	sobre la espuma que a su soplo ondea.	sobre la espuma que a su soplo ondea.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	El pato nadador se balancea,	El pato nadador se balancea,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	al resbalar con tardo movimiento,	al resbalar con tardo movimiento,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	por el azul cristal, que un firmamento	por el azul cristal, que un firmamento	11	4 6 7 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	cuajado finge donde el sol chispea.	cuajado finge donde el sol chispea.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	El blanco cisne, incólume y tranquilo,	El blanco cisne, incólume y tranquilo,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	arqueando el cuello, al desgarrar la espuma,	arquando el cuello al desgarrar la espuma	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	bate del ala el recortado filo.	bate del ala el recortado filo.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Y doblegado, con las fibras flojas	Y doblegado, con las fibras flojas	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	por el dolor, un sauce que se abruma	por el dolor, un sauce que se abruma	11	4 5 6 10	4 6 10	Endecasílabo sáfico corto	0.9
chocano	llora en el agua sus marchitas hojas...	llora en el agua sus marchitas hojas...	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Echado está a mis pies: hunde dormido	Echado está a mis pies: hunde dormido	11	2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	la cabeza en las patas delanteras	la cabeza en las patas delanteras	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y así sueña con todas sus carreras	y así sueña con todas sus carreras	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y con todas las liebres que ha cogido.	y con todas las liebres que ha cogido.	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	Largo, elástico —así como tendido	Largo, elástico —así como tendido	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	con ímpetu veloz en las ligeras	con ímpetu veloz en las ligeras	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	ansias conque recorre las praderas—	ansias conque recorre las praderas—	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	se despierta y sacude al menor ruido.	se despierta y sacude al menor ruido.	11	3 6 9 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	La cenicienta piel, aunque se afana	La cenicienta piel, aunque se afana	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	el hueso por salir con raro empeño,	el hueso por salir con raro empeño,	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	finge el lustre de limpia porcelana.	finge el lustre de limpia porcelana.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	Súbito tiembla: con extraña fiebre;	Súbito tiembla: con extraña fiebre;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	porque ve que en los campos del ensueño	porque ve que en los campos del ensueño	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	donde menos se piensa está la liebre.	donde menos se piensa está la liebre.	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	El golpe de la hoz sobre la espiga	el golpe de la   hoz sobre la espiga	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	repercute en el cielo; porque el cielo	repercute en el cielo; porque el cielo	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	hace del trigo el pan que calma el duelo	hace del trigo el pan que calma el duelo	11	1 4 6 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	1.0
chocano	y hace la hostia que el pesar mitiga.	y hace la   hostia que el pesar mitiga	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	El codiciado pan de blanda miga	El codiciado pan de blanda miga	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	y la hostia ritual son, sobre el suelo,	y la hostia ritual son sobre   el suelo	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	trasuntos de ese Dios que da consuelo	trasuntos de ese Dios que da consuelo	11	2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	1.0
chocano	al mismo que lo insulta y que lo hostiga.	al mismo que lo insulta y que lo hostiga.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	En el campo la espiga que se mece	En el campo la espiga que se mece	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	a compás de las músicas del viento,	a compás de las músicas del viento,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	siempre hacia el cielo sin doblarse crece.	siempre hacia el cielo sin doblarse crece.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Heraldo el trigo de ventura y calma	Heraldo el trigo de ventura y calma	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	cuando no es hostia, es pan: es alimento,	cuando no es hostia, es pan: es alimento,	11	3 4 5 6 7 10	3 6 10	Endecasílabo melódico puro	0.7
chocano	¡cuando no para el cuerpo, para el alma!	¡cuando no para el cuerpo, para el alma!	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Dejad que goce en amistoso trato	Dejad que goce en amistoso trato	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	del verde campo y del verano austero:	del verde campo y del verano austero:	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	más que la lid de Napoleón preflero	más que la lid de napolón preflero	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	la deliciosa paz de Cincinato.	la deliciosa paz de Cincinato.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Ajeno al banal ruido y al boato,	Ajeno al banal ruido y al boato,	10	2 5 6 9	2 6 9	Decasílabo heroico no hemistiquial puro	0.8888888888888888
chocano	sin huir de la paz seré un guerrero;	sin hu~ir de la paz seré un guerrero	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	y, en el arado, blandiré ese acero	y, en el arado, blandiré ese acero	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	que es súplica de amor y no mandato...	que es súplica de amor y no mandato...	11	1 2 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
chocano	Abre el arado fecundante herida,	Abre el arado fecundante herida,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	en que germina la gloriosa suerte	en que germina la gloriosa suerte	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	de la campiña plácida y serena;	de la campiña plácida y serena;	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	porque ese acero es libertad y es vida,	porque ese acero es libertad y es vida,	11	2 4 5 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.8
chocano	en vez de aquel que es tiranía y muerte,	en vez de aquel que es tiranía y muerte,	11	2 4 5 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	¡tajo en la espada y nudo en la cadena!	¡tajo en la espada y nudo en la cadena!	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	Simbólico festín. Amplia y espesa	simbólico festín ampli~a y espesa	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	enramada de vides forma el techo;	enramada de vides forma el techo;	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	y de la hierba húmeda en el lecho,	y de la hierba   húmeda en el lecho	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	tendida se halla la silvestre mesa.	tendida se halla la silvestre mesa.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Sobre los hombros de un gran Atlas pesa	Sobre los hombros de un gran Atlas pesa	11	4 6 7 8 10	4 6 8 10	Endecasílabo sáfico largo	0.9
chocano	un recipiente, para tanto estrecho,	un recipiente, para tanto estrecho,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	en donde saltan del montón deshecho	en donde saltan del montón deshecho	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	la pilla enorme y la menuda fresa...	la pilla enorme y la menuda fresa...	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Corona la alta torre una partida	Corona la alta torre una partida	11	2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	manzana de oro, que a gustar provoca	manzana de oro, que a gustar provoca	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	frescas corrientes de ignorada vida;	frescas corrientes de ignorada vida;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	y empinándose así la torre ufana,	y empinándose así la torre ufana,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	se hace una torre de Babel que toca	se hace una torre de Babel que toca	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	el cielo del amor con la manzana.	el cielo del amor con la manzana.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	Bajo la yerba se desliza y salta,	Bajo la yerba se desliza y salta,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	rompiendo el tallo y profanando el nido,	rompiendo el tallo y profanando el nido,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	en zig zag caprichoso y aturdido	en zig zag caprichoso y   aturdido	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	como presa de fiebre que la exalta.	como presa de fiebre que la exalta.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Al rededor de la robusta y alta	al rededor de la robusta y   alta	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	encina secular trepa, sin ruido;	encina secular trepa, sin ruido;	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	y enroscada después, lanza el silbido	y enroscada después, lanza el silbido	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	alentador de la primera falta...	alentador de la primera falta...	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Entre los sueños de mi mente oscura,	Entre los sueños de mi mente oscura,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	triunfante en el macábrico dominio,	triunfante en el macábrico dominio,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	la he mirado surgir reseca y dura;	la he mirado surgir reseca y dura;	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
chocano	y vibrar en los aires, empuñada	y vibrar en los aires, empuñada	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	por el Genio infernal del Exterminio,	por el Genio infernal del Exterminio,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	matadora y viril, como una espada.	matadora y viril, como una espada.	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	Piedra con vida, que al saltar sin tino	Piedra con vida, que al saltar sin tino	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	del negro monte por el seco tajo,	del negro monte por el seco tajo,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	vas a caer en el oscuro y bajo	vas a caer en el oscuro y bajo	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	charco, —espejo de todo lo mezquino.	charco, —espejo de todo lo mezquino.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	¡Qué pequeño y qué torpe es tu destino!	¡Qué pequeño y qué torpe es tu destino!	11	1 3 5 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.8
chocano	¡qué torpe y qué pequeño es tu trabajo!	¡qué torpe y qué pequeño es tu trabajo!	11	1 2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.8
chocano	sólo sirves, así conio estropajo	sólo sirves, así conio estropajo	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	para limpiar el lodo del camino...	para limpiar el lodo del camino...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	¡Oh bufón de los campos! si te irritas,	¡Oh bufón de los campos! si te irritas,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	—como un puño apretado— en la maleza	—como un puño apretado— en la maleza	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	muestras al cielo tu joroba y gritas.	muestras al cielo tu joroba y gritas.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Hundir debieras la aplastada frente;	Hundir debieras la aplastada frente;	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	que, así chato, pareces la cabeza	que, así chato, pareces la cabeza	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	rebanada de golpe a una serpiente.	rebanada de golpe a una serpiente.	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Hoy se celebra la triunfal entrada	Hoy se celebra la triunfal entrada	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	de Jesús a Salem: blanda pollina	de Jesús a Salem: blanda pollina	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	con adorable carga se encamina	con adorable carga se encamina	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	por la senda de rosas alfombrada.	por la senda de rosas alfombrada.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Luciente procesión. La aglomerada	Luciente procesión. La aglomerada	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	plebe, que entorno de Jesús se empina,	plebe, que entorno de Jesús se empina,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	vibra la palma de la fe divina	vibra la palma de la fe divina	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	cual pudiera vibrar odiosa espada.	cual pudiera vibrar odiosa espada.	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	¡Y el Saqueo está ahí! La ajena gloria	¡Y el Saqueo está ahí! La ajena gloria	11	3 5 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
