n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
chocano	curiosidad despierta: ¡y pobre el alma	curiosidad despierta: ¡y pobre el alma	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	que nunca en otra provocó un deseo!	que nunca en otra provocó un deseo!	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Es una ley por eso, de la Historia,	Es una ley por eso, de la Historia,	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	que así como en el triunfo hay una palma,	que así como en el triunfo   hay una palma	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	en la palma del triunfo haya un Saqueo.	en la palma del triunfo haya un Saqueo.	11	3 6 7 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	El buey, que de paciencia se reviste,	El buey, que de paciencia se reviste,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	cruza a calmar la sed en el torrente,	cruza a calmar la sed en el torrente,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	mientras corre el novillo alegremente	mientras corre el novillo alegremente	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	tras de su hembra que a amarle se resiste...	tras de su hembra que a amarle se resiste...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Nada tan duro y tan cruel existe	nada tan duro   y tan cruel existe	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	como el yugo sufrir del impotente;	como el yugo sufrir del impotente;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y tener ¡ay! que doblegar la frente	y tener ¡ay! que doblegar la frente	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	cuando se alza el amor. ¡Nada tan triste!...	cuando se alza el amor. ¡Nada tan triste!...	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Palpita el ansia que fecunda y crea;	Palpita el ansia que fecunda y crea;	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	y ante el cuadro triunfal de los amantes,	y ante el cuadro triunfal de los amantes,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	parece que hasta el árbol palmotea...	parece que hasta el árbol palmotea...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	El buey se cubre de un sudor de fragua;	El buey se cubre de un sudor de fragua;	11	2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	1.0
chocano	tiembla; los ve con ojos vergonzantes;	tiembla; los ve con ojos vergonzantes;	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	inclina la pabeza y bebe su agua...	inclina la pabeza y bebe su agua...	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	El dómine paciente y circunflejo,	El dómine paciente y circunflejo,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	de calado birrete, se pasea;	de calado birrete, se pasea;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	y medita y trabaja en una idea,	y medita y trabaja en una idea,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	con febril ademán y hosco entrecejo.	con febril ademán y hosco entrecejo.	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Mientras uno decora con despejo,	Mientras uno decora con despejo,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	otro alumno cantando deletrea;	otro alumno cantando deletrea;	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	y la tropa infanlil chilla y vocea,	y la tropa infanlil chilla y vocea,	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	fija y pendiente del callado viejo.	fija y pendiente del callado viejo.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	¿En qué piensa el señor? Pierna que todo	¿En qué piensa el señor? Pierna que todo	11	2 3 6 7 10	2 6 10	Endecasílabo heroico puro	0.8
chocano	a golpe de palmeta y por espanto,	a golpe de palmeta y por espanto,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	si no cambia de ser, cambia de modo;	si no cambia de ser, cambia de modo;	11	2 3 6 7 10	2 6 10	Endecasílabo heroico puro	0.8
chocano	y piensa que no hay acto ni hay objeto,	y pi~ensa que no hay acto ni hay   objeto	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	que no se encierre en la lección de canto	que no se encierre en la lección de canto	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	de la escala inmortal del alfabeto.	de la escala inmortal del alfabeto.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Allá se ven de la vecina aldea	Allá se ven de la vecina aldea	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	las burladoras aspas de molino,	las burladoras aspas de molino,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	girando arrebatadas y sin tino,	girando arrebatadas y sin tino,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	con fe que impulsa y rabia que jadea.	con fe que impulsa y rabia que jadea.	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	Una estrofa en las aspas voltejea,	Una estrofa en las aspas voltejea,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	lanzando al cielo el cántico divino	lanzando al cielo el cántico divino	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	del hombre triunfador sobre el Destino	del hombre triunfador sobre el Destino	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	y del viento enfrenado por la Idea.	y del viento enfrenado por la Idea.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Cuando, entre las penumbras de la tarde,	Cuando, entre las penumbras de la tarde,	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	veo allá... los molinos, donde en vano	veo allá... los molinos, donde en vano	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	un gran beso de sol palpita y arde,	un gran beso de sol palpita y   arde	11	1 2 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
chocano	¡espero ver que de las aspas brote,	¡espero ver que de las aspas brote,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	sobre flaco rocín, y lanza en mano,	sobre flaco rocín, y lanza en mano,	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
chocano	el tipo espiritual de Don Quijote!...	el tipo espiritual de Don Quijote!...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	Mil lámparas alumbran la agonía	Mil lámparas alumbran la agonía	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	del buen Jesús. En el rasgado velo,	del buen Jesús. En el rasgado velo,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	palpita, así como con sacro anhelo,	palpita, así como con sacro anhelo,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	el germen áureo del Eterno Día.	el germen ár#o del eterno día	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	Allá, al fondo, en la bóveda sombría,	Allá, al fondo, en la bóveda sombría,	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	rueda la bruma con pausado vuelo:	rueda la bruma con pausado vuelo:	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	cada rincón obscuro se hace un cielo;	cada rincón obscuro se hace un cielo;	11	1 4 6 8 9 10	1 4 6 8 10	Endecasílabo sáfico pleno	0.9
chocano	cada mundo de pena, una alegría...	cada mundo de pena, una alegría...	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	¡Impiedad es la luz! Por eso luego	¡Impiedad es la luz! Por eso luego	11	3 4 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	la Iglesia, con la sombra en que se enluta,	la Iglesia, con la sombra en que se enluta,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	va enjugando sus lágrimas de fuego;	va enjugando sus lágrimas de fuego;	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	y al fin un solo cirio se estremece,	y al fin un solo cirio se estremece,	11	2 3 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	ante la cruz cuya silueta enjuta	ante la cruz cuya silueta enjuta	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	adelgázase más cuanto más crece...	adelgázase más cuanto más crece...	11	3 6 9 10	3 6 10	Endecasílabo melódico puro	0.9
chocano	Hasta el árbol tronchado en el camino,	Hasta el árbol tronchado en el camino,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	sin hojas, y sin frutos, y sin flores,	sin hojas, y sin frutos, y sin flores,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	puede prestar asiento a los pastores	puede prestar asiento a los pastores	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	y un báculo prestar al peregrino.	y un báculo prestar al peregrino.	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	Así el anciano de experiencia y tino	Así el anciano de experiencia y tino	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	máximas da que evitan sinsabores:	máximas da que evitan sinsabores:	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	y sin savia, ni aroma, ni colores,	y sin savia, ni aroma, ni colores,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	cumple su ley y tiene su destino.	cumple su ley   y tiene su destino	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	¡Oh, labrador! Escucha mi consejo:	¡Oh, labrador! Escucha mi consejo:	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	te debes resistir cual me resisto	te debes resistir cual me resisto	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	a cortar ramas aunque estén desnudas	a cortar ramas aunque estén desnudas	11	3 4 8 10	4 8 10	Endecasílabo sáfico puro	0.9
chocano	porque puede salir de un árbol viejo	porque puede salir de un árbol viejo	11	3 6 7 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	quizás la cruz en que sucumba un Cristo,	quizás la cruz en que sucumba un Cristo,	11	2 4 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	quizás la rama en que se cuelgue un Judas.	quizás la rama en que se cuelgue un Judas.	11	2 4 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	La aldea ayer no más entristecida	La aldea ayer no más entristecida	11	2 4 5 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	cobra hoy nuevo placer; que en torno vierte	cobra hoy nuevo placer; que en torno vierte	11	1 2 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
chocano	alborozada luz la misma Muerte	alborozada luz la misma Muerte	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	desde el cénit de la perpetua Vida.	desde el cénit de la perpetua Vida.	11	3 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
chocano	Como corcel que destrozó la brida,	Como corcel que destrozó la brida,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	el alma deja la materia inerte;	el alma deja la materia inerte;	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	y entre los bruscos cambios de la suerte	y entre los bruscos cambios de la suerte	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	brota transfigurada y desprendida.	brota transfigurada y desprendida.	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	Es la Resurrección. Mientras que llena	Es la Resurrección. Mientras que llena	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	la Pascua todo de inefable brillo,	la Pascua todo de inefable brillo,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	surge el aldeano en traje dominguero;	surge el aldano en traje dominguero	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
chocano	y luego, en aras de la alegre cena,	y luego, en aras de la alegre cena,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	se inclina a la amenaza del cuchillo	se inclina a la amenaza del cuchillo	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	la humilde frente del pascual cordero...	la humilde frente del pascual cordero...	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	¡Entrad!—me dijo el estirado paje;	¡Entrad!—me dijo el estirado paje;	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	frunció la faz con rápida sonrisa;	frunció la faz con rápida sonrisa;	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
chocano	y descorrió de golpe en la cornisa	y descorrió de golpe en la cornisa	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	el doblegado alón del cortinaje.	el doblegado alón del cortinaje.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Ceñido el cuello de espumoso encaje,	Ceñido el cuello de espumoso encaje,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	surgió ella leve, vaporosa, aprisa,	surgió ella leve, vaporosa, aprisa,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	ahogando el taconeo con que pisa	ogando el taconeo con que pisa	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	entre el frufrú de su sedoso traje.	entre el frufrú de su sedoso traje.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Nos saludamos con cortés palabra.	Nos saludamos con cortés palabra.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Hablamos del estío adusto y fiero	Hablamos del estío adusto y fiero	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	y del trabajo que fecunda y labra.	y del trabajo que fecunda y labra.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Hablamos de la ardiente poesía;	Hablamos de la ardiente poesía;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	hablamos con ardor... Cogí el sombrero;	hablamos con ardor... Cogí el sombrero;	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
chocano	y le estreché la mano: ¡estaba fría!	y le estreché la mano: ¡estaba fría!	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
chocano	Olor de nido. Sonrosada lumbre,	Olor de nido. Sonrosada lumbre,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	tras la pantalla, esplende en la cortina,	tras la pantalla, esplende en la cortina,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	entre la cual a Venus se adivina	entre la cual a Venus se adivina	11	6 10	6 10	Endecasílabo vacío puro	1.0
chocano	llena de placidez y mansedumbre.	llena de placidez y mansedumbre.	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	Como el pálido copo de la cumbre,	Como el pálido copo de la cumbre,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	yace Venus, helada y cristalina;	yace Venus, helada y cristalina;	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
chocano	mientras que afuera el campo desafina	mientras que afuera el campo desafina	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	con su rumor de ronca muchedumbre.	con su rumor de ronca muchedumbre.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
chocano	Duerme ella al fondo de su cuja blanca,	Duerme ella al fondo de su cuja blanca,	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	luciendo un brazo que torneado arranca	luciendo un brazo que tornado arranca	11	2 3 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
chocano	y el alabastro de su seno combo,	y el alabastro de su seno combo,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	sin más testigos en la paz nocturna	sin más testigos en la paz nocturna	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	que el Cristo agonizante entre la urna	que el cristo agonizante entre la   urna	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	y los chinos bordados sobre el biombo...	y los chinos bordados sobre el biombo...	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
chocano	Mágico hervor, que se dilata en torno,	Mágico hervor, que se dilata en torno,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	saltar hace la nota cristalina	saltar hace la nota cristalina	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	de la ancha copa, que el aldeano empina,	de la ancha copa que el aldano empina	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	del carnaval por el feliz retorno.	del carnaval por el feliz retorno.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	Es un arado el singular adorno	Es un arado el singular adorno	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
chocano	único que impresiona la retina;	único que impresiona la retina;	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
chocano	y allá, tras de la puerta, se adivina,	y allá, tras de la puerta, se adivina,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
chocano	caduco, ahumado y ceniciento un horno.	caduco, ahumado y ceniciento un horno.	13	2 5 10 11 12	-	Tridecasílabo	1.0
chocano	Hoy es Pascua. Hoy del sol al postrer lampo,	hoy es pascua   hoy del sol al postrer lampo	11	1 2 4 6 9 10	2 4 6 10	Endecasílabo heroico corto	0.8
chocano	bebe una misma copa con su amada	bebe una misma copa con su amada	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
chocano	el labrador, por la salud del campo;	el labrador, por la salud del campo;	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
chocano	y hoy a la cena la Embriaguez asiste,	y hoy   a la cena la embriaguez asiste	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	danzando al rededor de una colgada	danzando al rededor de una colgada	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	ave sin plumas, retorcida y triste.	ave sin plumas, retorcida y triste.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
chocano	Al otro lado del cequión, vecinas	Al otro lado del cequión, vecinas	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
chocano	a una choza infeliz, tienden sus brazos	a una choza infeliz, tienden sus brazos	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	dos cruces, en que cuelgan a pedazos	dos cruces, en que cuelgan a pedazos	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
chocano	dos coronas que hoy sólo son de espinas.	dos coronas que hoy sólo son de espinas.	11	1 3 5 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
chocano	¿Quiénes duermen ahí? Leyes divinas	¿Quiénes duermen ahí? Leyes divinas	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
chocano	juntan quizás, en póstumos regazos,	juntan quizás, en póstumos regazos,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
